aggregation,key,att,std_error,ci_low,ci_high,signif,cohort_q,time_q
event_dynamic,29,-0.06067627352285436,0.02741366340714952,-0.11440606648517102,-0.006946480560537711,*,,
event_dynamic,30,-0.041949200017734264,0.02324303110212146,-0.08750470386943665,0.003606303833968122,,,
event_dynamic,31,-0.033879130707614696,0.02296750163009734,-0.07889460671747046,0.011136345302241071,,,
event_dynamic,32,-0.033471470703348556,0.023102879731861613,-0.0787522829169577,0.011809341510260585,,,
event_dynamic,33,-0.03171521377951046,0.023052080228976105,-0.07689646079703147,0.013466033238010544,,,
event_dynamic,34,-0.033472509012302996,0.023157758331154073,-0.07886088130404736,0.011915863279441372,,,
event_dynamic,35,-0.02988845695791264,0.023568353942321308,-0.076081581859755,0.01630466794392972,,,
event_dynamic,36,-0.028089478653896174,0.023506490698731352,-0.0741613538263354,0.017982396518543046,,,
event_dynamic,37,-0.05675803179947437,0.031555851182546474,-0.11860636361877114,0.005090300019822393,,,
event_dynamic,38,-0.05040253654129519,0.02735989216411744,-0.104026939803865,0.003221866721274627,,,
event_dynamic,39,-0.05102606254948229,0.027276742747964274,-0.10448749595105637,0.002435370852091792,,,
event_dynamic,40,-0.05446803308549096,0.028092856838928888,-0.10952902071263133,0.0005929545416494125,,,
event_dynamic,41,-0.03897736851249549,0.026391232591231394,-0.0907032338989287,0.012748496873937733,,,
event_dynamic,42,-0.031710243728899336,0.02647394076338802,-0.08359821415398669,0.02017772669618801,,,
event_dynamic,43,-0.026439600156558676,0.02700964875156834,-0.07937753894470986,0.026498338631592504,,,
event_dynamic,44,-0.01685327617540714,0.028597680318884662,-0.07290369964181101,0.03919714729099673,,,
event_dynamic,45,-0.014757412091717124,0.028393716310122663,-0.07040807344680505,0.04089324926337081,,,
event_dynamic,46,-0.016634639258509967,0.028844560448439863,-0.0731689388873406,0.03989966037032068,,,
event_dynamic,47,-0.015555952374207352,0.02960950276748572,-0.07358951139861843,0.04247760665020372,,,
event_dynamic,48,0.0027880001317209697,0.03532981910314102,-0.06645717289075063,0.07203317315419257,,,
event_dynamic,49,0.004853504896450223,0.034983258051178405,-0.06371242094573032,0.07341943073863078,,,
event_dynamic,50,0.003057061650025096,0.03563364674074947,-0.06678360259966695,0.07289772589971713,,,
event_dynamic,51,0.0019253590690210855,0.03543483359608184,-0.06752563857746925,0.07137635671551142,,,
event_dynamic,52,0.014067780496311307,0.03984129515501295,-0.06401972310494422,0.09215528409756685,,,
event_dynamic,53,0.01302396667088368,0.03905491628729054,-0.06352226267143254,0.0895701960131999,,,
event_dynamic,54,0.014021652092142923,0.03931422574917408,-0.06303281445631549,0.09107611864060135,,,
event_dynamic,55,0.010921230278817732,0.03945817709582683,-0.06641537572460611,0.08825783628224158,,,
event_dynamic,56,-0.00025843430605297743,0.041689198160605276,-0.08196776124519278,0.08145089263308683,,,
event_dynamic,57,-0.005666494198313593,0.041707305851855475,-0.08741131156014696,0.07607832316351977,,,
event_dynamic,58,-0.0016562137654162511,0.04164713802034175,-0.08328310434445484,0.07997067681362234,,,
event_dynamic,59,0.0028913281441043793,0.04065395157089903,-0.07678895276409327,0.08257160905230203,,,
by_cohort,5,0.0006276189491652435,0.02317280512031873,-0.04479024450742482,0.0460454824057553,,2011Q1,
by_cohort,9,0.06143689256100291,0.014576800813414675,0.03286688795689598,0.09000689716510984,*,2012Q1,
by_cohort,13,-0.03344917854260353,0.015103279266899737,-0.06305106195417752,-0.0038472951310295316,*,2013Q1,
by_cohort,17,-0.03932231956111563,0.018148948531419115,-0.0748936050399682,-0.003751034082263058,*,2014Q1,
by_cohort,21,-0.048379093061373536,0.022265401479062166,-0.09201847806166023,-0.004739708061086839,*,2015Q1,
by_cohort,41,-0.03987171533001104,0.008441665219850732,-0.056417075130462874,-0.02332635552955921,*,2020Q1,
by_cohort,45,0.026890812464966378,0.007756020775979487,0.01168929108070218,0.04209233384923058,*,2021Q1,
by_time,5,0.001342194561418464,0.0019580765550140586,-0.0024955649653813526,0.00517995408821828,,,2011Q1
by_time,6,-0.0021165659328712173,0.0028992797833466344,-0.007799049889335712,0.0035659180235932766,,,2011Q2
by_time,7,-0.0023492823028994367,0.0030376388958340064,-0.008302945136772107,0.0036043805309732323,,,2011Q3
by_time,8,-0.0028679984808068193,0.004819454170316673,-0.012313955079768867,0.006577958118155227,,,2011Q4
by_time,9,-0.005573792075172523,0.0043503589512409995,-0.014100338939426322,0.002952754789081277,,,2012Q1
by_time,10,-0.007171639905017633,0.0060072943774652325,-0.018945720529379453,0.004602440719344187,,,2012Q2
by_time,11,-0.001533063355751318,0.004451393953990221,-0.010257635186571497,0.00719150847506886,,,2012Q3
by_time,12,-0.0011027703486803377,0.005620843600071906,-0.012119421367553732,0.009913880670193057,,,2012Q4
by_time,13,-1.8678578192687467e-05,0.005248102345636451,-0.01030477016282031,0.010267413006434935,,,2013Q1
by_time,14,0.0027071299732681626,0.005357461764326137,-0.00779330213336148,0.013207562079897806,,,2013Q2
by_time,15,0.002600633626197668,0.006480068307094826,-0.01010006687306763,0.015301334125462966,,,2013Q3
by_time,16,0.004203561154979907,0.006268195318904393,-0.008081875918135263,0.016488998228095075,,,2013Q4
by_time,17,0.00531174230222588,0.0048429674843064995,-0.004180299545313408,0.01480378414976517,,,2014Q1
by_time,18,0.004384422556299605,0.0059022995776695595,-0.007183872041898703,0.015952717154497913,,,2014Q2
by_time,19,0.0033129116536467777,0.006609295062180853,-0.009641068631426112,0.016266891938719667,,,2014Q3
by_time,20,0.0022406949994052128,0.007373816180636264,-0.012211719143260562,0.016693109142070988,,,2014Q4
by_time,21,0.000900263949319141,0.005557473385907423,-0.009992183732099277,0.011792711630737559,,,2015Q1
by_time,22,0.001128722481513608,0.006027716807560537,-0.010685385370311797,0.012942830333339012,,,2015Q2
by_time,23,0.001870623961062939,0.006861668571915873,-0.011577999313742557,0.015319247235868435,,,2015Q3
by_time,24,0.0018142439254097598,0.007544758197769869,-0.012973210414282512,0.016601698265102032,,,2015Q4
by_time,25,0.0011192955380469622,0.008729721823029129,-0.015990644830143473,0.0182292359062374,,,2016Q1
by_time,26,0.001099372086867062,0.009505818698393228,-0.01753169020555108,0.019730434379285205,,,2016Q2
by_time,27,0.003088522355293665,0.009879837353653042,-0.016275603030979812,0.022452647741567144,,,2016Q3
by_time,28,0.003617265551950957,0.010598449554763287,-0.017155313867349656,0.024389844971251573,,,2016Q4
by_time,29,0.004582906317744448,0.010979549030742443,-0.0169366143490024,0.0261024269844913,,,2017Q1
by_time,30,0.004919204891002719,0.01181739708870701,-0.01824246779387151,0.028080877575876947,,,2017Q2
by_time,31,0.003899683288067275,0.012139804531305235,-0.019893896372647137,0.02769326294878169,,,2017Q3
by_time,32,0.004056587778936733,0.012658078810466263,-0.020752790803046754,0.028865966360920217,,,2017Q4
by_time,33,0.003130607619636124,0.013659606542002605,-0.02364172924567669,0.02990294448494894,,,2018Q1
by_time,34,0.000302896098819924,0.014710641673621136,-0.028529431770951526,0.029135223968591376,,,2018Q2
by_time,35,0.000673564820189921,0.015096848287384683,-0.028915714103149255,0.030262843743529097,,,2018Q3
by_time,36,-0.0005036026729779031,0.015673292669911357,-0.03122269182515979,0.030215486479203982,,,2018Q4
by_time,37,-0.003071029727382813,0.016256620573174816,-0.03493342056113834,0.028791361106372714,,,2019Q1
by_time,38,-0.003024699971468282,0.016736731000810398,-0.03582808995199167,0.02977869000905511,,,2019Q2
by_time,39,-0.006445795211557116,0.017494218779569918,-0.04073383395717842,0.027842243534064184,,,2019Q3
by_time,40,-0.0060090678976772,0.017872474938176532,-0.041038475091097926,0.02902033929574353,,,2019Q4
by_time,41,-0.0071658704131758585,0.017527120297224,-0.041518394948435865,0.027186654122084146,,,2020Q1
by_time,42,-0.15676881421295913,0.046970565118738726,-0.24882943017918036,-0.0647081982467379,*,,2020Q2
by_time,43,-0.12246462303464947,0.037642218127640105,-0.19624201486302484,-0.04868723120627412,*,,2020Q3
by_time,44,-0.11182059760976369,0.03274249919154518,-0.17599471678902406,-0.047646478430503306,*,,2020Q4
by_time,45,-0.11104415042921569,0.03063609949499607,-0.17108980206619373,-0.050998498792237654,*,,2021Q1
by_time,46,-0.06979079597676238,0.026249879988664994,-0.12123961535304445,-0.018341976600480314,*,,2021Q2
by_time,47,-0.04412233963800024,0.024412860070207158,-0.09197066613522224,0.0037259868592217638,,,2021Q3
by_time,48,-0.03289372831964842,0.02380527698822516,-0.07955121385856986,0.013763757219273025,,,2021Q4
by_time,49,-0.032902002472698845,0.023836398808588958,-0.07962048565866665,0.013816480713268964,,,2022Q1
by_time,50,-0.028085630190770892,0.023707851505134953,-0.07455216529165912,0.018380904910117325,,,2022Q2
by_time,51,-0.0272089494958026,0.02399375540449034,-0.07423584594246695,0.019817946950861743,,,2022Q3
by_time,52,-0.026881869941740258,0.02463295626612608,-0.07516157705609762,0.021397837172617104,,,2022Q4
by_time,53,-0.027785127526471835,0.024787477990249978,-0.07636769165494108,0.020797436601997402,,,2023Q1
by_time,54,-0.025498541814041074,0.02518833068404109,-0.07486676278544675,0.023869679157364602,,,2023Q2
by_time,55,-0.026002257789486425,0.025542115664336014,-0.07606388458054136,0.024059369001568517,,,2023Q3
by_time,56,-0.027747056014714565,0.025881570355739812,-0.07847400177530411,0.02297988974587498,,,2023Q4
by_time,57,-0.025660551136992258,0.025565775009570003,-0.07576854939260362,0.0244474471186191,,,2024Q1
by_time,58,-0.027451110989383132,0.025293628776416843,-0.07702571242948605,0.022123490450719797,,,2024Q2
by_time,59,-0.028081749874165757,0.025614147818657906,-0.07828455709342044,0.02212105734508893,,,2024Q3
by_time,60,-0.027598129594148462,0.025435953148307905,-0.07745168167728016,0.02225542248898323,,,2024Q4
by_time,61,-0.027807693338945675,0.025946387037944493,-0.07866167746225378,0.023046290784362423,,,2025Q1
by_time,62,-0.02990770424485932,0.02598266262179623,-0.08083278720603498,0.021017378716316343,,,2025Q2
by_time,63,-0.02803167350525089,0.0262077752325749,-0.07939796907601854,0.02333462206551675,,,2025Q3
by_time,64,-0.022716362890355935,0.026513634440033285,-0.07468213149208197,0.029249405711370104,,,2025Q4
